#F f1f2_Chantler.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using extract_Chantler-NIST-FFAST.pl on Mon Jun 28 17:10:31 2021
#C  It is a part of X-ray Server, https://x-server.gmca.aps.anl.gov
#UD 
#UD The scattering values in this file have been obtained from:
#UD https://github.com/usnistgov/FFAST.jl/tree/master/data/mac[NN].csv
#UD and a WWW interface to these data is at:
#UD https://physics.nist.gov/PhysRefData/FFast/html/form.html
#UD 
#UD Reference
#UD   [1] C.T. Chantler, J. Phys. Chem. Ref. Data 29(4), 597-1048 (2000).
#UD   "Detailed Tabulation of Atomic Form Factors, Photoelectric Absorption
#UD   and Scattering Cross Section, and Mass Attenuation Coefficients in the
#UD   Vicinity of Absorption Edges in the Soft X-Ray (Z = 30-36, Z = 60-89,
#UD   E = 0.1 keV-10 keV), Addressing Convergence Issues of Earlier Work."
#UD   
#UD   [2] C.T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995). 
#UD   "Theoretical Form Factor, Attenuation and Scattering Tabulation for 
#UD   Z=1-92 from E=1-10 eV to E=0.4-1.0 MeV."
#S 1  H
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  H, Z=1, (Energy (eV),f1,f2)
   1220.09800   4.09645         0.078625     
   1304.28500   4.08767         0.068705     
   1394.28100   4.07955         0.060037     
   1490.48600   4.07207         0.052463     
   1593.32900   4.06521         0.045844     
   1703.26900   4.05894         0.04006      
   1820.79500   4.05324         0.035006     
   1946.43000   4.04805         0.030589     
   2080.73300   4.04336         0.02673      
   2224.30400   4.03909         0.023204     
   2377.78100   4.03518         0.020139     
   2541.84800   4.03162         0.01748      
   2717.23500   4.02839         0.015171     
   2904.72400   4.02551         0.013168     
   3105.15000   4.02306         0.011388     
   3319.40600   4.02063         0.0098151    
   3548.44500   4.01844         0.0084596    
   3793.28800   4.01646         0.0072914    
   4055.02400   4.01468         0.0062835    
   4334.82100   4.01308         0.0054148    
   4633.92400   4.01165         0.0046662    
   4953.66400   4.01037         0.0040211    
   5295.46700   4.00923         0.0034651    
   5660.85500   4.0082          0.0029861    
   6051.45300   4.00729         0.0025732    
   6469.00400   4.00647         0.0022175    
   6915.36500   4.00574         0.0019109    
   7392.52500   4.0051          0.0016467    
   7902.60900   4.00452         0.0014191    
   8447.89000   4.00401         0.0012229    
   9030.79400   4.00356         0.0010525    
   9653.91900   4.00316         0.00090177   
  10320.04000   4.0028          0.00077264   
  11032.12000   4.00248         0.000662     
  11793.34000   4.00219         0.00056721   
  12607.08000   4.00194         0.00048599   
  13476.97000   4.00171         0.0004164    
  14406.88000   4.00151         0.00035677   
  15400.95000   4.00134         0.00030569   
  16463.62000   4.00118         0.00026192   
  17599.61000   4.00104         0.00022441   
  18813.98000   4.00092         0.00019228   
  20112.15000   4.00081         0.00016475   
  21499.88000   4.00072         0.00014116   
  22983.38000   4.00063         0.00012094   
  24569.23000   4.00056         0.00010363   
  26264.50000   4.00049         8.8788e-05   
  28076.76000   4.00043         7.594e-05    
  30014.05000   4.00038         6.4915e-05   
  32085.02000   4.00034         5.549e-05    
  34298.89000   4.0003          4.7433e-05   
  36665.51000   4.00026         4.0546e-05   
  39195.43000   4.00023         3.466e-05    
  41899.92000   4.0002          2.9628e-05   
  44791.01000   4.00018         2.5326e-05   
  47881.59000   4.00016         2.1649e-05   
  51185.42000   4.00014         1.8512e-05   
  54717.21000   4.00012         1.5845e-05   
  58492.70000   4.00011         1.3563e-05   
  62528.70000   4.00009         1.161e-05    
  66843.18000   4.00008         9.9374e-06   
  71455.36000   4.00007         8.5061e-06   
  76385.78000   4.00006         7.281e-06    
  81656.40000   4.00006         6.2323e-06   
  87290.69000   4.00005         5.3347e-06   
  93313.74000   4.00004         4.5664e-06   
  99752.39000   4.00004         3.9087e-06   
 106635.30000   4.00003         3.3457e-06   
 113993.10000   4.00003         2.8639e-06   
 121858.70000   4.00003         2.4514e-06   
 130266.90000   4.00002         2.0984e-06   
 139255.30000   4.00002         1.7962e-06   
 148864.00000   4.00002         1.5375e-06   
 159135.60000   4.00002         1.3161e-06   
 170115.90000   4.00001         1.1265e-06   
 181853.90000   4.00001         9.6428e-07   
 194401.80000   4.00001         8.2541e-07   
 207815.60000   4.00001         7.0654e-07   
 222154.80000   4.00001         6.0479e-07   
 237483.50000   4.00001         5.177e-07    
 253869.90000   4.00001         4.4314e-07   
 271386.90000   4.00001         3.7933e-07   
 290112.60000   4               3.247e-07    
 310130.40000   4               2.7794e-07   
 331529.40000   4               2.3792e-07   
 354404.90000   4               2.0366e-07   
 378858.80000   4               1.7433e-07   
 405000.10000   4               1.4923e-07   
 432945.10000   4               1.2774e-07   
#S 5  B
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  B, Z=5, (Energy (eV),f1,f2)
      4.60600   0.803768        -0.9999      
      4.67650   0.303582        -0.9999      
      4.69530   0.292582        -0.9999      
      4.72350   0.323173        1.1721       
      4.79400   0.861328        1.1548       
     10.69000   2.36087         0.63908      
     11.42761   2.37363         0.60622      
     12.21612   2.37133         0.57327      
     13.05903   2.33137         0.54038      
     13.20060   2.31282         0.53508      
     13.40265   2.25109         0.52763      
     13.45653   2.18102         0.52567      
     13.53735   2.24636         0.65844      
     13.73940   2.30171         0.65819      
     13.96010   2.32499         0.65834      
     14.92335   2.36971         0.66435      
     15.95306   2.40102         0.67606      
     17.05382   2.43266         0.68985      
     18.23053   2.46722         0.7042       
     19.48844   2.50542         0.71767      
     20.83314   2.54708         0.72892      
     22.27063   2.59154         0.737        
     23.80730   2.63793         0.74132      
     25.45001   2.68534         0.74153      
     27.20606   2.73282         0.73754      
     29.08327   2.77952         0.72948      
     31.09002   2.8247          0.71764      
     33.23523   2.86772         0.70241      
     35.52846   2.90809         0.68424      
     37.97993   2.94544         0.66364      
     40.60054   2.97932         0.64107      
     43.40198   3.00989         0.61699      
     46.39671   3.03686         0.59184      
     49.59809   3.06015         0.56597      
     53.02035   3.07973         0.53974      
     56.67876   3.09557         0.51332      
     60.58959   3.10748         0.4868       
     64.77028   3.11523         0.46045      
     69.23942   3.11858         0.43449      
     74.01695   3.11726         0.4091       
     79.12411   3.11091         0.3844       
     84.58368   3.09899         0.36052      
     90.41995   3.0808          0.33727      
     96.65893   3.05508         0.31461      
    103.32840   3.02038         0.29304      
    110.45810   2.97471         0.27258      
    118.07970   2.91504         0.25321      
    126.22720   2.83673         0.23492      
    134.93680   2.73225         0.2177       
    144.24750   2.58847         0.20152      
    154.20050   2.37982         0.18634      
    164.84040   2.04643         0.17213      
    176.21440   1.38697         0.15886      
    184.24000   0.147973        0.15049      
    187.06000   1.46533         0.14773      
    187.81200   3.39747         0.14701      
    188.37320   2.53721         3.9624       
    188.94000   1.39355         3.9498       
    191.76000   0.364335        3.8885       
    201.37090   2.05708         3.6926       
    215.26550   3.05311         3.4372       
    230.11880   3.66377         3.1815       
    245.99700   4.09461         2.9293       
    262.97080   4.41524         2.684        
    281.11580   4.65896         2.4491       
    300.51280   4.84566         2.227        
    321.24820   4.98856         2.0189       
    343.41430   5.09713         1.8254       
    367.10990   5.17848         1.6466       
    392.44050   5.23814         1.4821       
    419.51890   5.28048         1.3316       
    448.46570   5.309           1.1942       
    479.40980   5.32654         1.0694       
    512.48910   5.33541         0.95617      
    547.85080   5.33746         0.85376      
    585.65250   5.33457         0.76132      
    626.06250   5.32733         0.67805      
    669.26090   5.31709         0.60317      
    715.43990   5.30466         0.53594      
    764.80520   5.29073         0.47567      
    817.57680   5.27579         0.42165      
    873.98960   5.26025         0.37337      
    934.29480   5.24449         0.33033      
    998.76120   5.22885         0.29207      
   1067.67600   5.21494         0.256        
   1141.34500   5.19961         0.22436      
   1220.09800   5.18432         0.19662      
   1304.28500   5.16952         0.17231      
   1394.28100   5.15544         0.15101      
   1490.48600   5.14217         0.13235      
   1593.32900   5.12975         0.11599      
   1703.26900   5.11821         0.10165      
   1820.79500   5.10752         0.089083     
   1946.43000   5.09766         0.078072     
   2080.73300   5.0886          0.068421     
   2224.30400   5.08029         0.059964     
   2377.78100   5.0727          0.052552     
   2541.84800   5.06577         0.046056     
   2717.23500   5.05947         0.040363     
   2904.72400   5.05375         0.035374     
   3105.15000   5.04875         0.030872     
   3319.40600   5.04408         0.026837     
   3548.44500   5.03978         0.02332      
   3793.28800   5.03582         0.020164     
   4055.02400   5.03219         0.017435     
   4334.82100   5.02888         0.015075     
   4633.92400   5.02588         0.013035     
   4953.66400   5.02316         0.011271     
   5295.46700   5.02071         0.0097453    
   5660.85500   5.0185          0.0084264    
   6051.45300   5.01652         0.007286     
   6469.00400   5.01474         0.0062986    
   6915.36500   5.01314         0.0054448    
   7392.52500   5.01172         0.0047067    
   7902.60900   5.01044         0.0040687    
   8447.89000   5.0093          0.0035172    
   9030.79400   5.00828         0.003036     
   9653.91900   5.00737         0.002607     
  10320.04000   5.00654         0.0022386    
  11032.12000   5.00581         0.0019223    
  11793.34000   5.00516         0.0016507    
  12607.08000   5.00457         0.0014174    
  13476.97000   5.00405         0.0012171    
  14406.88000   5.00359         0.0010451    
  15400.95000   5.00318         0.00089746   
  16463.62000   5.00282         0.00077065   
  17599.61000   5.00249         0.00066175   
  18813.98000   5.0022          0.00056825   
  20112.15000   5.00195         0.00048795   
  21499.88000   5.00172         0.000419     
  22983.38000   5.00152         0.0003598    
  24569.23000   5.00135         0.00030896   
  26264.50000   5.00119         0.0002653    
  28076.76000   5.00105         0.0002273    
  30014.05000   5.00093         0.0001946    
  32085.02000   5.00082         0.0001666    
  34298.89000   5.00072         0.00014263   
  36665.51000   5.00064         0.00012211   
  39195.43000   5.00056         0.00010455   
  41899.92000   5.00049         8.9505e-05   
  44791.01000   5.00044         7.6628e-05   
  47881.59000   5.00038         6.5604e-05   
  51185.42000   5.00034         5.6166e-05   
  54717.21000   5.0003          4.8086e-05   
  58492.70000   5.00026         4.1169e-05   
  62528.70000   5.00023         3.5246e-05   
  66843.18000   5.0002          3.0176e-05   
  71455.36000   5.00018         2.5835e-05   
  76385.78000   5.00016         2.2118e-05   
  81656.40000   5.00014         1.8973e-05   
  87290.69000   5.00012         1.6348e-05   
  93313.74000   5.00011         1.4085e-05   
  99752.39000   5.00009         1.2136e-05   
 106635.30000   5.00008         1.0456e-05   
 113993.10000   5.00007         9.0092e-06   
 121858.70000   5.00006         7.7624e-06   
 130266.90000   5.00006         6.6881e-06   
 139255.30000   5.00005         5.7625e-06   
 148864.00000   5.00004         4.965e-06    
 159135.60000   5.00004         4.2779e-06   
 170115.90000   5.00003         3.6858e-06   
 181853.90000   5.00003         3.1757e-06   
 194401.80000   5.00003         2.7362e-06   
 207815.60000   5.00002         2.3575e-06   
 222154.80000   5.00002         2.0313e-06   
 237483.50000   5.00002         1.7502e-06   
 253869.90000   5.00002         1.5079e-06   
 271386.90000   5.00001         1.2993e-06   
 290112.60000   5.00001         1.1194e-06   
 310130.40000   5.00001         9.6452e-07   
 331529.40000   5.00001         8.3104e-07   
 354404.90000   5.00001         7.1603e-07   
 378858.80000   5.00001         6.1693e-07   
 405000.10000   5.00001         5.3155e-07   
 432945.10000   5.00001         4.5799e-07   
#S 6  C
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  C, Z=6, (Energy (eV),f1,f2)
      6.27200   0.320134        -0.9999      
      6.36800   1.17579         -0.9999      
      6.39360   2.18154         -0.9999      
      6.43200   1.16186         1.9697       
      6.52800   0.276671        1.9598       
     10.69000   2.10173         1.7392       
     11.42761   2.22488         1.7134       
     12.21612   2.33994         1.6847       
     13.05903   2.44742         1.6524       
     13.96010   2.5471          1.6161       
     14.92335   2.63805         1.5757       
     15.95306   2.71844         1.5311       
     17.05382   2.78446         1.4826       
     18.23053   2.82559         1.4304       
     19.11980   2.80931         1.3911       
     19.41245   2.75154         1.3783       
     19.48844   2.67983         1.3749       
     19.49049   2.67501         1.3748       
     19.60755   2.75433         1.5242       
     19.90020   2.82926         1.5191       
     20.83314   2.91938         1.5052       
     22.27063   3.00738         1.4898       
     23.80730   3.08738         1.4761       
     25.45001   3.16576         1.4626       
     27.20606   3.24448         1.4477       
     29.08327   3.32364         1.4301       
     31.09002   3.4028          1.4091       
     33.23523   3.48136         1.3844       
     35.52846   3.55864         1.3557       
     37.97993   3.63385         1.323        
     40.60054   3.70629         1.2864       
     43.40198   3.77526         1.2462       
     46.39671   3.84022         1.2028       
     49.59809   3.90069         1.1569       
     53.02035   3.95635         1.1089       
     56.67876   4.00697         1.0595       
     60.58959   4.05263         1.0091       
     64.77028   4.0929          0.95827      
     69.23942   4.12801         0.90756      
     74.01695   4.15805         0.85736      
     79.12411   4.18316         0.808        
     84.58368   4.2034          0.75955      
     90.41995   4.21865         0.71222      
     96.65893   4.22883         0.6663       
    103.32840   4.23389         0.62204      
    110.45810   4.23373         0.57959      
    118.07970   4.22817         0.53908      
    126.22720   4.21665         0.49886      
    134.93680   4.19786         0.46044      
    144.24750   4.17119         0.42445      
    154.20050   4.13557         0.39083      
    164.84040   4.08928         0.3595       
    176.21440   4.02965         0.33037      
    188.37320   3.9525          0.30333      
    201.37090   3.85109         0.27829      
    215.26550   3.71374         0.25513      
    230.11880   3.51819         0.23374      
    245.99700   3.21423         0.21403      
    262.97080   2.64704         0.19587      
    278.12400   1.26093         0.18175      
    281.11580   0.407656        0.17916      
    282.38100   0.335665        0.17809      
    283.51620   2.24717         0.17713      
    285.21900   0.265349        3.9387       
    289.47600   1.47293         3.8777       
    300.51280   2.89123         3.7279       
    321.24820   4.00159         3.4725       
    343.41430   4.65259         3.2143       
    367.10990   5.10424         2.9562       
    392.44050   5.43616         2.7033       
    419.51890   5.68561         2.4612       
    448.46570   5.8745          2.2326       
    479.40980   6.01732         2.019        
    512.48910   6.12442         1.8212       
    547.85080   6.20354         1.6391       
    585.65250   6.26062         1.4724       
    626.06250   6.30033         1.3204       
    669.26090   6.32635         1.1823       
    715.43990   6.34162         1.0571       
    764.80520   6.34849         0.94391      
    817.57680   6.34886         0.84179      
    873.98960   6.34469         0.74981      
    934.29480   6.33647         0.66709      
    998.76120   6.32562         0.59282      
   1067.67600   6.31267         0.52585      
   1141.34500   6.29863         0.46573      
   1220.09800   6.28281         0.40956      
   1304.28500   6.26551         0.36016      
   1394.28100   6.24774         0.31672      
   1490.48600   6.23009         0.27853      
   1593.32900   6.21289         0.24494      
   1703.26900   6.19636         0.2154       
   1820.79500   6.18064         0.18942      
   1946.43000   6.16581         0.16658      
   2080.73300   6.15192         0.1465       
   2224.30400   6.13897         0.12883      
   2377.78100   6.12696         0.1133       
   2541.84800   6.11588         0.099638     
   2717.23500   6.10571         0.087625     
   2904.72400   6.09643         0.077061     
   3105.15000   6.0879          0.06742      
   3319.40600   6.07984         0.058701     
   3548.44500   6.07234         0.051109     
   3793.28800   6.06543         0.044499     
   4055.02400   6.05909         0.038744     
   4334.82100   6.05329         0.033733     
   4633.92400   6.04802         0.02937      
   4953.66400   6.04323         0.025572     
   5295.46700   6.0389          0.022265     
   5660.85500   6.03498         0.019289     
   6051.45300   6.0314          0.016703     
   6469.00400   6.02815         0.014463     
   6915.36500   6.0252          0.012524     
   7392.52500   6.02255         0.010844     
   7902.60900   6.02016         0.0093904    
   8447.89000   6.01801         0.0081313    
   9030.79400   6.0161          0.0070314    
   9653.91900   6.01439         0.0060514    
  10320.04000   6.01284         0.0052079    
  11032.12000   6.01144         0.004482     
  11793.34000   6.01018         0.0038573    
  12607.08000   6.00906         0.0033197    
  13476.97000   6.00805         0.002857     
