#F f1f2_Chantler.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using extract_Chantler-NIST-FFAST.pl on Mon Jun 28 17:10:31 2021
#C  It is a part of X-ray Server, https://x-server.gmca.aps.anl.gov
#UD 
#UD The scattering values in this file have been obtained from:
#UD https://github.com/usnistgov/FFAST.jl/tree/master/data/mac[NN].csv
#UD and a WWW interface to these data is at:
#UD https://physics.nist.gov/PhysRefData/FFast/html/form.html
#UD 
#UD Reference
#UD   [1] C.T. Chantler, J. Phys. Chem. Ref. Data 29(4), 597-1048 (2000).
#UD   "Detailed Tabulation of Atomic Form Factors, Photoelectric Absorption
#UD   and Scattering Cross Section, and Mass Attenuation Coefficients in the
#UD   Vicinity of Absorption Edges in the Soft X-Ray (Z = 30-36, Z = 60-89,
#UD   E = 0.1 keV-10 keV), Addressing Convergence Issues of Earlier Work."
#UD   
#UD   [2] C.T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995). 
#UD   "Theoretical Form Factor, Attenuation and Scattering Tabulation for 
#UD   Z=1-92 from E=1-10 eV to E=0.4-1.0 MeV."
#S 1  H
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  H, Z=1, (Energy (eV),f1,f2)
   1311.25710   25.9839         36.634       
   1317.81340   27.3503         36.347       
   1324.40250   28.5662         36.063       
   1331.02450   29.6627         35.78        
   1337.67960   30.6615         35.501       
   1344.36800   31.5784         35.223       
   1351.08990   32.4253         34.948       
   1357.84530   33.2117         34.675       
   1364.63450   33.9449         34.404       
   1371.45770   34.631          34.135       
   1378.31500   35.2747         33.869       
   1385.20660   35.8803         33.604       
   1392.13260   36.4511         33.342       
   1399.09330   36.9901         33.082       
   1406.08870   37.4997         32.824       
   1413.11920   37.982          32.568       
   1420.18480   38.4389         32.314       
   1427.28570   38.8719         32.062       
   1434.42210   39.2824         31.813       
   1441.59420   39.6715         31.565       
   1448.80220   40.0403         31.319       
   1456.04620   40.3894         31.075       
   1463.32650   40.7198         30.834       
   1470.64310   41.0317         30.594       
   1477.99630   41.3257         30.356       
   1485.38630   41.602          30.12        
   1492.81320   41.8607         29.886       
   1500.27730   42.1016         29.654       
   1507.77870   42.3245         29.423       
   1515.31760   42.5289         29.195       
   1522.89420   42.7137         28.968       
   1530.50860   42.8779         28.744       
   1538.16120   43.0195         28.521       
   1545.85200   43.1358         28.3         
   1553.58120   43.2231         28.08        
   1561.34910   43.2756         27.862       
   1569.15590   43.2843         27.647       
   1577.00170   43.2344         27.432       
   1584.88670   43.0989         27.22        
   1592.81110   42.8205         27.009       
   1600.77520   42.2397         26.8         
   1608.77900   40.4058         26.592       
   1609.86110   39.6252         26.565       
   1612.73890   39.6414         31.048       
   1616.82290   41.7185         30.919       
   1624.90700   43.247          30.667       
   1633.03160   44.1265         30.416       
   1641.19670   44.7741         30.168       
   1649.40270   45.2968         29.922       
   1657.64970   45.7386         29.678       
   1665.93800   46.1214         29.436       
   1674.26770   46.4572         29.196       
   1682.63900   46.7528         28.957       
   1691.05220   47.0108         28.722       
   1699.50750   47.2386         28.507       
   1708.00500   47.443          28.295       
   1716.54500   47.6215         28.086       
   1725.12780   47.7705         27.88        
   1733.75340   47.8831         27.676       
   1742.42220   47.945          27.475       
   1751.13430   47.9218         27.276       
   1759.88990   47.6933         27.08        
   1766.05070   46.9089         26.944       
   1768.68940   46.6372         28.792       
   1769.34920   46.965          28.776       
   1777.53280   48.2501         28.575       
   1786.42050   48.8419         28.361       
   1795.35260   49.2675         28.15        
   1804.32940   49.6165         27.941       
   1813.35100   49.9189         27.734       
   1822.41780   50.1884         27.53        
   1831.52990   50.4324         27.328       
   1840.68750   50.655          27.128       
   1849.89090   50.8584         26.93        
   1859.14040   51.0436         26.74        
   1868.43610   51.2174         26.558       
   1877.77830   51.3805         26.379       
   1887.16720   51.5326         26.202       
   1896.60300   51.673          26.028       
   1906.08600   51.8006         25.855       
   1915.61650   51.9135         25.685       
   1925.19450   52.0083         25.517       
   1934.82050   52.0783         25.351       
   1944.49460   52.1094         25.187       
   1954.21710   52.0624         25.025       
   1963.98820   51.7185         24.865       
   1964.25360   51.6931         24.861       
   1970.74630   51.7851         25.938       
   1973.80810   52.0833         25.888       
   1983.67720   52.5884         25.726       
   1993.59550   52.9146         25.566       
   2003.56350   53.179          25.408       
   2013.58130   53.4106         25.251       
   2023.64920   53.6213         25.096       
   2033.76750   53.8172         24.942       
   2043.93630   54.0019         24.79        
   2054.15600   54.1777         24.639       
   2064.42680   54.3459         24.489       
   2074.74890   54.5082         24.342       
   2085.12270   54.6662         24.197       
   2095.54830   54.8205         24.052       
   2106.02600   54.97           23.902       
   2116.55620   55.1146         23.753       
   2127.13890   55.2548         23.606       
   2137.77460   55.391          23.459       
   2148.46350   55.5237         23.314       
   2159.20580   55.653          23.169       
   2170.00180   55.7793         23.026       
   2180.85190   55.9026         22.884       
   2191.75610   56.0233         22.743       
   2202.71490   56.1415         22.602       
   2213.72850   56.2573         22.463       
   2224.79710   56.3709         22.325       
   2235.92110   56.4824         22.187       
   2247.10070   56.5919         22.051       
   2258.33620   56.6995         21.915       
   2269.62790   56.8055         21.781       
   2280.97600   56.9099         21.647       
   2292.38090   57.0129         21.514       
   2303.84280   57.1145         21.379       
   2315.36200   57.2137         21.244       
   2326.93880   57.3108         21.11        
   2338.57350   57.4059         20.977       
   2350.26640   57.4991         20.844       
   2362.01770   57.5905         20.712       
   2373.82780   57.6802         20.581       
   2385.69700   57.7683         20.451       
   2397.62540   57.8547         20.321       
   2409.61360   57.9397         20.192       
   2421.66160   58.0231         20.064       
   2433.76990   58.1052         19.937       
   2445.93880   58.186          19.811       
   2458.16850   58.2654         19.685       
   2470.45930   58.3436         19.56        
   2482.81160   58.6401         19.436       
   2495.22570   58.716          19.308       
   2507.70180   58.7903         19.181       
   2520.24030   58.863          19.054       
   2532.84150   58.9343         18.929       
   2545.50570   59.0042         18.804       
   2558.23330   59.2221         18.678       
   2571.02440   59.2892         18.552       
   2583.87960   59.3545         18.426       
   2596.79900   59.4182         18.301       
   2609.78290   59.4804         18.177       
   2622.83190   59.5411         18.054       
   2635.94600   59.6004         17.931       
   2649.12570   59.6584         17.81        
   2662.37140   59.715          17.689       
   2675.68320   59.7704         17.57        
   2689.06170   59.8246         17.451       
   2702.50700   59.8777         17.333       
   2716.01950   59.9296         17.216       
   2729.59960   59.9805         17.099       
   2743.24760   60.0304         16.984       
   2756.96380   60.0793         16.869       
   2770.74860   60.1273         16.753       
   2784.60240   60.1743         16.638       
   2798.52540   60.2204         16.523       
   2812.51800   60.2655         16.409       
   2826.58060   60.3097         16.296       
   2840.71350   60.3531         16.184       
   2854.91710   60.3958         16.073       
   2869.19170   60.4377         15.962       
   2883.53760   60.4789         15.853       
   2897.95530   60.5195         15.745       
   2912.44510   60.5595         15.637       
   2927.00730   60.5992         15.53        
   2941.64240   60.6384         15.424       
   2956.35060   60.6775         15.319       
   2971.13230   60.7165         15.215       
   2985.98800   60.7557         15.112       
   3000.91790   60.7956         15.009       
   3015.92250   60.8359         14.891       
   3031.00210   60.8734         14.775       
   3046.15710   60.9086         14.66        
   3061.38790   60.9417         14.546       
   3076.69490   60.9732         14.433       
   3092.07830   61.003          14.321       
   3107.53870   61.0315         14.21        
   3123.07640   61.0586         14.1         
   3138.69180   61.0844         13.99        
   3154.38530   61.1091         13.882       
   3170.15720   61.1328         13.775       
   3186.00800   61.1554         13.669       
   3201.93800   61.177          13.564       
   3217.94770   61.1978         13.46        
   3234.03740   61.3211         13.354       
   3250.20760   61.3406         13.249       
   3266.45870   61.359          13.144       
   3282.79100   61.3763         13.04        
   3299.20490   61.3925         12.937       
   3315.70090   61.4078         12.835       
   3332.27940   61.422          12.734       
   3348.94080   61.4354         12.634       
   3365.68560   61.4479         12.534       
   3382.51400   61.4596         12.436       
   3399.42650   61.4705         12.338       
   3416.42370   61.4807         12.242       
   3433.50580   61.4901         12.146       
   3450.67330   61.4988         12.051       
   3467.92670   61.5069         11.957       
   3485.26630   61.5143         11.864       
   3502.69270   61.5211         11.772       
   3520.20610   61.5273         11.68        
   3537.80720   61.5803         11.589       
   3555.49620   61.5858         11.497       
   3573.27370   61.5905         11.406       
   3591.14000   61.5945         11.316       
   3609.09570   61.5978         11.227       
   3627.14120   61.6004         11.138       
   3645.27690   61.6023         11.05        
   3663.50330   61.6036         10.963       
   3681.82080   61.6044         10.877       
   3700.22990   61.6045         10.791       
   3718.73110   61.6041         10.706       
   3737.32470   61.6031         10.622       
   3756.01140   61.6016         10.539       
   3774.79140   61.5996         10.456       
   3793.66540   61.5971         10.374       
   3812.63370   61.5941         10.293       
   3831.69690   61.5907         10.213       
   3850.85540   61.5868         10.133       
   3870.10960   61.5824         10.054       
   3889.46020   61.5776         9.9761       
   3908.90750   61.5724         9.8986       
   3928.45200   61.5668         9.8217       
   3948.09430   61.5835         9.7449       
   3967.83470   61.5773         9.6685       
   3987.67390   61.5705         9.5928       
   4055.02400   61.9269         9.3434       
   4334.82100   61.7228         8.4197       
   4633.92400   61.4665         7.5975       
   4953.66400   61.1604         6.8649       
   5295.46700   60.7991         6.2113       
   5660.85500   60.3598         5.6017       
   6051.45300   59.7832         5.0463       
   6469.00400   58.9836         4.5534       
   6915.36500   57.7015         4.1161       
   7363.72000   54.6368         3.7337       
   7392.52500   54.1724         3.7112       
   7476.43000   51.6171         3.6468       
   7506.48600   48.0919         3.6242       
   7551.57000   51.6124         10.464       
   7664.28000   54.6597         10.133       
   7902.60900   56.2924         9.4871       
   8086.56800   56.3069         9.1064       
   8210.34200   55.1953         8.8738       
   8243.34900   53.5209         8.8144       
   8292.85800   55.4015         12.167       
   8416.63200   57.1642         11.841       
   8447.89000   57.3859         11.761       
   8533.84000   57.7981         11.547       
   8664.46000   57.7495         11.235       
   8699.29200   57.0199         11.163       
   8751.54000   58.1155         12.789       
   8882.16000   59.3813         12.511       
   9030.79400   60.2005         12.202       
   9653.91900   62.1877         11.006       
  10320.04000   63.3585         9.862        
  11032.12000   64.0963         8.8004       
  11793.34000   64.5643         7.862        
  12607.08000   64.8759         7.0353       
  13476.97000   65.0801         6.301        
  14406.88000   65.2095         5.6482       
  15400.95000   65.3548         5.0597       
  16463.62000   65.3846         4.5252       
  17599.61000   65.4482         4.0404       
  18813.98000   65.4127         3.6017       
  20112.15000   65.3547         3.2134       
  21499.88000   65.2827         2.8695       
  22983.38000   65.202          2.5647       
  24569.23000   65.1162         2.2943       
  26264.50000   65.0301         2.0543       
  28076.76000   64.9464         1.8264       
  30014.05000   64.8428         1.6209       
  32085.02000   64.7303         1.4399       
  34298.89000   64.6085         1.2777       
  36665.51000   64.4733         1.1329       
  39195.43000   64.3176         1.0021       
  41899.92000   64.1253         0.88527      
  44791.01000   63.8653         0.7821       
  47881.59000   63.4418         0.69148      
  50955.79000   62.3594         0.61688      
  51185.42000   62.1547         0.61183      
  51735.72000   61.1993         0.59999      
  51943.71000   59.8099         0.59561      
  52255.68000   61.214          3.3244       
  53035.61000   62.4827         3.2494       
  54717.21000   63.3932         3.0964       
  58492.70000   64.2121         2.78         
  62528.70000   64.6272         2.4918       
  66843.18000   64.8831         2.2322       
  71455.36000   65.0525         1.9977       
  76385.78000   65.1669         1.7875       
  81656.40000   65.2468         1.5972       
  87290.69000   65.2984         1.4228       
  93313.74000   65.3289         1.2675       
  99752.39000   65.3454         1.1294       
 106635.30000   65.3814         1.0049       
 113993.10000   65.3781         0.89182      
 121858.70000   65.3683         0.79157      
 130266.90000   65.3544         0.70266      
 139255.30000   65.3378         0.62379      
 148864.00000   65.3196         0.55382      
 159135.60000   65.3004         0.49174      
 170115.90000   65.281          0.43666      
 181853.90000   65.2617         0.38778      
 194401.80000   65.2427         0.34439      
 207815.60000   65.2242         0.30589      
 222154.80000   65.2063         0.27171      
 237483.50000   65.1893         0.24224      
 253869.90000   65.1737         0.21619      
 271386.90000   65.1593         0.19295      
 290112.60000   65.1459         0.17223      
 310130.40000   65.1335         0.15374      
 331529.40000   65.1221         0.13724      
 354404.90000   65.1115         0.12252      
 378858.80000   65.1017         0.10939      
 405000.10000   65.0928         0.097665     
 432945.10000   65.0845         0.087205     
#S 66  Dy
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  Dy, Z=66, (Energy (eV),f1,f2)
      4.11600   12.0399         -0.9999      
      4.17900   11.9981         -0.9999      
      4.19580   11.9535         -0.9999      
      4.22100   11.9946         0.084705     
      4.28400   12.0271         0.085785     
     10.69000   11.5061         0.26494      
     11.42761   11.3999         0.29523      
     12.21612   11.2755         0.32993      
     13.05903   11.3472         0.3697       
     13.96010   11.1736         0.41529      
     14.92335   10.9656         0.46755      
     15.95306   10.7127         0.52742      
     17.05382   10.3998         0.596        
     18.23053   10.0025         0.67432      
     19.48844   9.4798          0.76357      
     20.83314   8.75445         0.86507      
     22.27063   7.65884         0.98022      
     23.80730   5.72391         1.1105       
     25.45001   0.535432        1.2576       
     25.77400   2.09144         1.2875       
     26.16850   10.3771         1.3243       
     26.27370   20.6809         1.3342       
     26.43150   9.41095         21.825       
     26.82600   0.56153         20.871       
     27.20606   4.62242         20.011       
     29.08327   12.7652         16.478       
     31.09002   15.9925         13.594       
     33.23523   17.464          11.256       
     35.52846   18.0436         9.4549       
     37.97993   18.1477         8.132        
     40.60054   18.0083         7.2103       
     43.40198   17.7603         6.6139       
     46.39671   17.4826         6.2771       
     49.59809   17.2211         6.146        
     53.02035   17.0027         6.1788       
     56.67876   16.8431         6.3436       
     60.58959   16.7508         6.6164       
     61.64200   16.7367         6.7021       
     62.58550   16.7217         6.7824       
     62.83710   16.7082         6.8044       
     63.21450   16.7212         6.8637       
     64.15800   16.7362         6.9503       
     64.77028   16.7444         7.008        
     69.23942   16.849          7.4562       
     74.01695   17.0661         7.9731       
     79.12411   17.4445         8.5332       
     84.58368   17.8946         8.7702       
     90.41995   18.3409         8.9903       
     96.65893   18.7849         9.1862       
    100.00000   21.495          9.2747       
    100.50000   21.5276         9.287        
    101.00250   21.56           9.2991       
    101.50751   21.5924         9.311        
    102.01505   21.6246         9.3228       
    102.52513   21.6568         9.3343       
    103.03775   21.6888         9.3456       
    103.55294   21.7206         9.3568       
    104.07070   21.7524         9.3677       
    104.59106   21.7839         9.3785       
    105.11401   21.8153         9.389        
    105.63958   21.8466         9.3994       
    106.16778   21.8776         9.4095       
    106.69862   21.9084         9.4195       
    107.23211   21.9391         9.4292       
    107.76827   21.9695         9.4388       
    108.30712   21.9997         9.4481       
    108.84865   22.0296         9.4572       
    109.39289   22.0593         9.4661       
    109.93986   22.0887         9.4748       
    110.48956   22.1178         9.4833       
    111.04201   22.1466         9.4916       
    111.59722   22.1751         9.4997       
    112.15520   22.2033         9.5075       
    112.71598   22.2311         9.5151       
    113.27956   22.2585         9.5225       
    113.84596   22.2856         9.5297       
    114.41519   22.3122         9.5367       
    114.98726   22.3384         9.5434       
    115.56220   22.3642         9.5499       
    116.14001   22.3894         9.5562       
    116.72071   22.4141         9.5623       
    117.30431   22.4384         9.5681       
    117.89083   22.462          9.5737       
    118.48029   22.485          9.5791       
    119.07269   22.5075         9.5842       
    119.66805   22.5292         9.5891       
    120.26639   22.5502         9.5938       
    120.86772   22.5706         9.5983       
    121.47206   22.5901         9.6025       
    122.07942   22.6088         9.6065       
    122.68982   22.6266         9.6102       
    123.30327   22.6435         9.6137       
    123.91979   22.6594         9.617        
    124.53939   22.6743         9.62         
    125.16208   22.688          9.6228       
    125.78789   22.7006         9.6254       
    126.41683   22.7119         9.6277       
    127.04892   22.7219         9.6298       
    127.68416   22.7305         9.6317       
    128.32258   22.7376         9.6333       
    128.96419   22.743          9.6346       
    129.60902   22.7467         9.6358       
    130.25706   22.7486         9.6366       
    130.90835   22.7484         9.6373       
    131.56289   22.7461         9.6377       
    132.22070   22.7414         9.6379       
    132.88181   22.7343         9.6378       
    133.54621   22.7244         9.6375       
    134.21395   22.7116         9.6369       
    134.88502   22.6955         9.6361       
    135.55944   22.676          9.6351       
    136.23724   22.6526         9.6338       
    136.91842   22.6249         9.6323       
    137.60302   22.5927         9.6305       
    138.29103   22.5552         9.6285       
    138.98249   22.5121         9.6262       
    139.67740   22.4625         9.6237       
    140.37579   22.4057         9.621        
    141.07766   22.3409         9.618        
    141.78305   22.2668         9.6148       
    142.49197   22.1822         9.6114       
    143.20443   22.0854         9.6077       
    143.92045   21.9746         9.6038       
    144.64005   21.8471         9.5996       
    145.36325   21.7            9.5952       
    146.09007   21.5292         9.5905       
    146.82052   21.3295         9.5856       
    147.55462   21.0937         9.5805       
    148.29239   20.8121         9.5751       
    149.03386   20.4705         9.5695       
    149.77903   20.0477         9.5637       
    150.52792   19.5095         9.5576       
    151.28056   18.7967         9.5513       
    152.03696   17.793          9.5448       
    152.79715   16.2198         9.538        
    153.56113   13.0688         9.531        
    154.14295   2.08158         9.5255       
    154.25706   2.30352         24.699       
    154.32894   6.37497         24.616       
    155.10058   16.5698         23.763       
    155.87609   20.0324         22.957       
    156.65547   22.1796         22.195       
    157.43875   23.7146         21.476       
    158.22594   24.886          20.796       
    159.01707   25.8134         20.153       
    159.81215   26.5647         19.546       
    160.61121   27.1824         18.972       
    161.41427   27.6954         18.43        
    162.22134   28.1242         17.917       
    163.03245   28.4839         17.432       
    163.84761   28.7863         16.973       
    164.66685   29.0402         16.54        
    165.49018   29.253          16.13        
    166.31763   29.4304         15.742       
    167.14922   29.577          15.375       
    167.98497   29.6966         15.028       
    168.82489   29.7922         14.699       
    169.66902   29.8659         14.388       
    170.51736   29.9196         14.097       
    171.36995   29.9573         13.827       
    172.22680   29.9828         13.578       
    173.08793   29.9991         13.348       
    173.95337   30.0081         13.134       
    174.82314   30.0115         12.935       
    175.69726   30.0105         12.75        
    176.57574   30.0061         12.577       
    177.45862   29.9991         12.416       
    178.34591   29.9902         12.266       
    179.23764   29.9798         12.125       
    180.13383   29.9684         11.992       
    181.03450   29.9563         11.868       
    181.93967   29.9439         11.751       
    182.84937   29.9313         11.641       
    183.76362   29.9187         11.537       
    184.68244   29.9063         11.439       
    185.60585   29.8943         11.347       
    186.53388   29.8825         11.259       
    187.46655   29.8713         11.176       
    188.40388   29.8606         11.097       
    189.34590   29.852          11.021       
    190.29263   29.8424         10.95        
    191.24409   29.8334         10.882       
    192.20031   29.825          10.816       
    193.16131   29.8172         10.754       
    194.12712   29.8101         10.694       
    195.09776   29.8035         10.637       
    196.07325   29.7975         10.583       
    197.05361   29.7921         10.53        
    198.03888   29.7873         10.479       
    199.02907   29.783          10.431       
    200.02422   29.7793         10.384       
    201.02434   29.776          10.339       
    202.02946   29.7732         10.295       
    203.03961   29.7709         10.253       
    204.05481   29.769          10.212       
    205.07508   29.7675         10.172       
    206.10046   29.7664         10.134       
    207.13096   29.7657         10.097       
    208.16661   29.7653         10.061       
    209.20745   29.7652         10.026       
    210.25348   29.7655         9.9921       
    211.30475   29.766          9.959        
    212.36128   29.7667         9.9268       
    213.42308   29.7677         9.8954       
    214.49020   29.7689         9.8648       
    215.56265   29.7702         9.835        
    216.64046   29.7717         9.8059       
    217.72366   29.7734         9.7775       
    218.81228   29.7752         9.7497       
    219.90634   29.7771         9.7226       
    221.00588   29.7791         9.696        
    222.11090   29.7811         9.6701       
    223.22146   29.7832         9.6447       
    224.33757   29.7853         9.6198       
    225.45925   29.7874         9.5955       
    226.58655   29.7895         9.5716       
    227.71948   29.7915         9.5482       
    228.85808   29.7935         9.5253       
    230.00237   29.7955         9.5029       
    231.15238   29.7974         9.4809       
    232.30814   29.7991         9.4593       
    233.46969   29.8008         9.4381       
    234.63703   29.8023         9.4173       
    235.81022   29.8036         9.3969       
    236.98927   29.8048         9.3769       
    238.17422   29.8058         9.3573       
    239.36509   29.8065         9.3381       
    240.56191   29.8071         9.3192       
    241.76472   29.8074         9.3007       
    242.97355   29.8074         9.2825       
    244.18841   29.8071         9.2647       
    245.40936   29.8065         9.2472       
    246.63640   29.8056         9.23         
    247.86959   29.8043         9.2132       
    249.10893   29.8027         9.1967       
    250.35448   29.8006         9.1806       
    251.60625   29.7981         9.1648       
    252.86428   29.7951         9.1492       
    254.12860   29.7916         9.1341       
    255.39925   29.7875         9.1192       
    256.67624   29.7829         9.1046       
    257.95962   29.7777         9.0904       
    259.24942   29.7718         9.0765       
    260.54567   29.7651         9.0628       
    261.84840   29.7577         9.0495       
    263.15764   29.7494         9.0365       
    264.47343   29.7402         9.0238       
    265.79579   29.73           9.0115       
    267.12477   29.7187         8.9994       
    268.46040   29.7062         8.9877       
    269.80270   29.6923         8.9762       
    271.15171   29.6769         8.9651       
    272.50747   29.6598         8.9542       
    273.87001   29.6408         8.9437       
    275.23936   29.6196         8.9335       
    276.61556   29.5958         8.9236       
    277.99863   29.569          8.914        
    279.38863   29.5386         8.9047       
    280.78557   29.5039         8.8958       
    282.18950   29.4638         8.8871       
    283.60044   29.4169         8.8788       
    285.01845   29.3608         8.8707       
    286.44354   29.2919         8.863        
    287.87576   29.2039         8.8556       
    289.31514   29.0837         8.8485       
    290.76171   28.8976         8.8417       
    292.21552   28.4835         8.8352       
    292.62731   28.1482         8.8334       
    293.17269   28.1476         9.9758       
    293.67660   28.5284         9.9751       
    295.14498   28.9155         9.9735       
    296.62071   29.1008         9.9722       
    298.10381   29.2247         9.9711       
    299.59433   29.3182         9.9705       
    301.09230   29.3936         9.9701       
    302.59776   29.4569         9.9701       
    304.11075   29.5114         9.9704       
    305.63130   29.5594         9.971        
    307.15946   29.602          9.9719       
    308.69526   29.6404         9.9732       
    310.23873   29.675          9.9748       
    311.78993   29.7065         9.9767       
    313.34888   29.7352         9.9789       
    314.91562   29.7611         9.9814       
    316.49020   29.7845         9.9843       
    318.07265   29.8052         9.9874       
    319.66301   29.8233         9.9909       
    321.26133   29.8384         9.9947       
    322.86764   29.8499         9.9988       
    324.48197   29.857          10.003       
    326.10438   29.8579         10.008       
    327.73491   29.8488         10.013       
    329.37358   29.82           10.018       
    331.02045   29.7246         10.023       
    331.44831   29.6465         10.025       
    332.15172   29.6565         10.36        
    332.67555   29.7606         10.362       
    334.33893   29.8975         10.37        
    336.01062   29.9753         10.378       
    337.69068   30.0349         10.386       
    339.37913   30.0855         10.394       
    341.07602   30.1306         10.403       
    342.78140   30.1722         10.412       
    344.49531   30.211          10.421       
    346.21779   30.2479         10.43        
    347.94888   30.2831         10.44        
    349.68862   30.3171         10.45        
    351.43706   30.3501         10.46        
    353.19425   30.3821         10.47        
    354.96022   30.4134         10.48        
    356.73502   30.444          10.491       
    358.51870   30.474          10.501       
    360.31129   30.5035         10.512       
    362.11285   30.5326         10.523       
    363.92341   30.5612         10.535       
    365.74303   30.5894         10.546       
    367.57174   30.6172         10.558       
    369.40960   30.6447         10.569       
    371.25665   30.6718         10.581       
    373.11293   30.6986         10.593       
    374.97850   30.725          10.605       
    376.85339   30.751          10.618       
    378.73766   30.7767         10.63        
    380.63135   30.8019         10.642       
    382.53450   30.8267         10.655       
    384.44718   30.8509         10.668       
    386.36941   30.8747         10.68        
    388.30126   30.8977         10.693       
    390.24276   30.9201         10.706       
    392.19398   30.9415         10.719       
    394.15495   30.9619         10.732       
    396.12572   30.9811         10.745       
    398.10635   30.9987         10.757       
    400.09688   31.0144         10.77        
    402.09737   31.0275         10.783       
    404.10785   31.0374         10.796       
    406.12839   31.0426         10.809       
    408.15904   31.0411         10.822       
    410.19983   31.0287         10.835       
    412.25083   30.9962         10.848       
    414.31208   30.9136         10.861       
    415.72967   30.7302         10.87        
    416.38364   30.4221         11.397       
    416.87033   30.7496         11.4         
    418.46556   30.999          11.41        
    420.55789   31.1479         11.424       
    422.66068   31.2515         11.438       
    424.77398   31.3364         11.452       
    426.89785   31.4111         11.465       
    429.03234   31.4795         11.479       
    431.17750   31.5435         11.492       
    433.33339   31.6044         11.505       
    435.50006   31.663          11.518       
    437.67756   31.7198         11.531       
    439.86595   31.7752         11.544       
    442.06528   31.8296         11.557       
    444.27560   31.883          11.569       
    446.49698   31.9357         11.582       
    448.72947   31.9878         11.594       
    450.97311   32.0395         11.606       
    453.22798   32.0907         11.617       
    455.49412   32.1417         11.629       
    457.77159   32.1923         11.64        
    460.06045   32.2428         11.651       
    462.36075   32.293          11.662       
    464.67255   32.3492         11.673       
    466.99592   32.3992         11.683       
    469.33090   32.4491         11.693       
    471.67755   32.499          11.703       
    474.03594   32.5488         11.713       
    476.40612   32.5985         11.722       
    478.78815   32.6481         11.731       
    481.18209   32.6978         11.739       
    483.58800   32.7474         11.747       
    486.00594   32.7969         11.755       
    488.43597   32.8465         11.763       
    490.87815   32.896          11.77        
    493.33254   32.9455         11.777       
    495.79920   32.9949         11.784       
    498.27820   33.0444         11.79        
    500.76959   33.0938         11.795       
    503.27344   33.1432         11.801       
    505.78980   33.1926         11.806       
    508.31875   33.2419         11.811       
    510.86035   33.2912         11.815       
    513.41465   33.3404         11.819       
    515.98172   33.3896         11.822       
    518.56163   33.4388         11.826       
    521.15444   33.4878         11.828       
    523.76021   33.5369         11.831       
    526.37901   33.5858         11.833       
    529.01091   33.6347         11.834       
    531.65596   33.6835         11.835       
    534.31424   33.7323         11.836       
    536.98581   33.7809         11.837       
    539.67074   33.8294         11.837       
    542.36910   33.8779         11.836       
    545.08094   33.9262         11.835       
    547.80635   33.9744         11.834       
    550.54538   34.0224         11.832       
    553.29810   34.0703         11.83        
    556.06460   34.1181         11.828       
    558.84492   34.1657         11.825       
    561.63914   34.2132         11.821       
    564.44734   34.2605         11.817       
    567.26958   34.3076         11.813       
    570.10592   34.3545         11.809       
    572.95645   34.4013         11.804       
    575.82123   34.4478         11.798       
    578.70034   34.4941         11.792       
    581.59384   34.5402         11.786       
    584.50181   34.5861         11.779       
    587.42432   34.6317         11.772       
    590.36144   34.6771         11.764       
    593.31325   34.7222         11.756       
    596.27982   34.7671         11.748       
    599.26122   34.8117         11.739       
    602.25752   34.856          11.73        
    605.26881   34.9            11.72        
    608.29515   34.9438         11.71        
    611.33663   34.9872         11.699       
    614.39331   35.0303         11.689       
    617.46528   35.0732         11.677       
    620.55260   35.1156         11.665       
    623.65537   35.1578         11.653       
    626.77364   35.1995         11.64        
    629.90751   35.2409         11.627       
    633.05705   35.2819         11.613       
    636.22234   35.3225         11.599       
    639.40345   35.3626         11.585       
    642.60046   35.4023         11.569       
    645.81347   35.4416         11.554       
    649.04253   35.4803         11.538       
    652.28775   35.5186         11.521       
    655.54919   35.5564         11.504       
    658.82693   35.5936         11.487       
    662.12107   35.6304         11.469       
    665.43167   35.6666         11.451       
    668.75883   35.7022         11.433       
    672.10262   35.7373         11.414       
    675.46314   35.7718         11.394       
    678.84045   35.8058         11.375       
    682.23466   35.8391         11.355       
    685.64583   35.8718         11.334       
    689.07406   35.904          11.313       
    692.51943   35.9355         11.292       
    695.98202   35.9664         11.271       
    699.46194   35.9966         11.249       
    702.95924   36.0262         11.227       
    706.47404   36.0551         11.204       
    710.00641   36.0833         11.181       
    713.55644   36.1107         11.157       
    717.12423   36.1374         11.133       
    720.70985   36.1633         11.109       
    724.31340   36.1884         11.085       
    727.93496   36.2128         11.06        
    731.57464   36.2364         11.035       
    735.23251   36.2592         11.01        
    738.90867   36.2811         10.984       
    742.60322   36.3023         10.959       
    746.31623   36.3226         10.933       
    750.04781   36.3421         10.907       
    753.79805   36.3608         10.88        
    757.56704   36.3785         10.853       
    761.35488   36.3954         10.826       
    765.16165   36.4115         10.799       
    768.98746   36.4266         10.772       
    772.83240   36.4408         10.745       
    776.69656   36.4541         10.717       
    780.58004   36.4665         10.689       
    784.48294   36.4779         10.661       
    788.40536   36.4883         10.633       
    792.34738   36.4978         10.604       
    796.30912   36.5063         10.576       
    800.29067   36.5138         10.547       
